reading_id,timestamp,node_id,node_name,temperature_c,humidity_pct,congestion_index,throughput_ratio,vibration_level,wind_speed_kmh,visibility_km,alert_level
SENS-0013649,2026-04-01 06:07:00,LK-CMB,Colombo,31.6,58.5,0.198,0.789,0.813,18.9,7.7,2
SENS-0013650,2026-04-05 08:48:00,DE-HAM,Hamburg,30.7,91.8,0.231,0.657,0.603,19.0,8.2,0
SENS-0013651,2026-04-02 00:50:00,IN-GAU,Guwahati Warehouse,28.6,85.1,0.432,0.607,0.586,7.4,10.0,0
SENS-0013652,2026-04-09 14:31:00,IN-PAR,Paradip Port,29.3,63.2,0.213,0.632,0.025,16.0,7.7,0
SENS-0013653,2026-04-02 01:25:00,IN-PUN,Pune DC (Chakan),28.6,87.8,0.557,0.686,0.388,16.4,6.9,0
SENS-0013654,2026-04-10 11:26:00,US-NYC,New York/New Jersey,42.4,77.8,0.423,0.637,0.384,8.2,9.7,0
SENS-0013655,2026-04-07 04:16:00,IN-BLR,Bangalore Hub (Whitefield),32.0,72.0,0.712,0.597,0.365,15.1,7.0,0
SENS-0013656,2026-04-01 23:32:00,US-LAX,Los Angeles,21.2,31.9,0.047,0.5,0.682,4.3,6.6,2
SENS-0013657,2026-04-07 07:14:00,IN-COK,Kochi Warehouse,29.0,53.9,0.331,0.764,0.515,16.6,7.7,0
SENS-0013658,2026-04-09 18:49:00,AE-DXB,Dubai (Jebel Ali),25.9,51.8,0.124,0.836,0.584,10.5,11.3,0
SENS-0013659,2026-04-07 13:49:00,MY-PTG,Port Klang,34.1,100.5,0.053,0.364,0.27,20.1,5.8,0
SENS-0013660,2026-04-02 21:16:00,IN-JNPT,Nhava Sheva (JNPT),21.6,75.6,0.352,0.683,0.573,13.3,2.3,0
SENS-0013661,2026-04-02 06:49:00,IN-MUN,Mundra Port,30.8,64.2,0.205,0.913,0.833,29.1,8.2,0
SENS-0013662,2026-04-09 11:26:00,IN-KND,Kandla Port,34.8,95.5,0.244,0.615,0.232,19.8,6.6,0
SENS-0013663,2026-04-02 20:10:00,CN-NGB,Ningbo,18.6,45.2,0.175,0.367,0.374,9.8,9.6,0
SENS-0013664,2026-04-04 00:27:00,IN-COK,Kochi Warehouse,13.6,61.4,0.312,0.48,0.853,20.6,12.7,0
SENS-0013665,2026-04-07 14:24:00,NL-RTM,Rotterdam,25.6,69.0,0.043,0.9,0.653,23.8,9.3,0
SENS-0013666,2026-04-01 11:35:00,US-LAX,Los Angeles,18.7,63.3,0.346,0.442,0.482,13.2,9.0,0
SENS-0013667,2026-04-02 11:07:00,IN-MUM,Mumbai Warehouse (Bhiwandi),18.9,51.3,0.318,0.948,0.355,19.0,6.6,0
SENS-0013668,2026-04-05 22:38:00,IN-PAR,Paradip Port,35.7,55.9,0.405,0.726,0.284,8.7,12.2,0
SENS-0013669,2026-04-03 12:12:00,IN-BLR,Bangalore Hub (Whitefield),19.4,71.4,0.273,0.536,0.142,8.7,8.7,0
SENS-0013670,2026-04-04 12:46:00,KR-BUS,Busan,33.0,89.2,0.108,0.587,0.621,20.3,6.0,0
SENS-0013671,2026-04-04 09:46:00,IN-COK,Kochi Warehouse,31.3,80.2,0.411,0.539,0.452,14.7,5.7,0
SENS-0013672,2026-04-03 15:15:00,MY-PTG,Port Klang,26.9,83.6,0.206,0.69,0.775,9.2,8.9,0
SENS-0013673,2026-04-10 14:06:00,IN-CHN,Chennai Port,37.5,53.5,0.143,0.672,0.542,16.0,10.7,0
SENS-0013674,2026-04-09 19:44:00,US-LAX,Los Angeles,23.2,69.0,0.175,0.737,0.719,11.9,4.5,1
SENS-0013675,2026-04-06 01:27:00,AE-DXB,Dubai (Jebel Ali),30.9,50.4,0.372,0.317,0.351,23.8,3.8,0
SENS-0013676,2026-04-09 14:55:00,IN-PUN,Pune DC (Chakan),29.0,56.2,0.183,0.449,0.084,11.8,9.2,0
SENS-0013677,2026-04-06 11:39:00,AE-DXB,Dubai (Jebel Ali),9.8,57.7,0.295,0.797,0.18,22.1,9.2,2
SENS-0013678,2026-04-09 10:44:00,IN-KOC,Kochi Port,20.2,53.3,0.423,0.729,0.689,18.5,7.0,1
SENS-0013679,2026-04-09 05:05:00,MY-PTG,Port Klang,32.1,60.8,0.276,0.924,0.103,6.7,8.2,0
SENS-0013680,2026-04-03 19:04:00,DE-HAM,Hamburg,23.5,71.1,0.288,0.829,0.449,17.6,9.2,0
SENS-0013681,2026-04-08 17:45:00,DE-HAM,Hamburg,39.0,41.9,0.213,0.686,0.586,9.0,5.2,0
SENS-0013682,2026-04-06 08:34:00,IN-PAR,Paradip Port,23.6,52.1,0.189,0.407,0.733,28.1,5.8,1
SENS-0013683,2026-04-08 02:44:00,NL-RTM,Rotterdam,34.0,74.2,0.933,0.879,0.46,10.2,10.9,0
SENS-0013684,2026-04-07 05:13:00,IN-AMD,Ahmedabad DC,36.5,63.9,0.201,0.304,0.542,15.4,9.5,0
SENS-0013685,2026-04-06 06:44:00,IN-KND,Kandla Port,26.5,74.8,0.315,0.311,0.64,5.0,2.4,0
SENS-0013686,2026-04-06 01:11:00,IN-MUM,Mumbai Warehouse (Bhiwandi),33.1,101.1,0.144,0.398,0.688,30.0,3.2,0
SENS-0013687,2026-04-02 23:43:00,ZA-DUR,Durban,23.2,66.8,0.431,0.454,0.306,12.2,6.0,0
SENS-0013688,2026-04-03 14:00:00,IN-PAR,Paradip Port,26.4,51.3,0.319,0.695,0.698,6.7,12.8,0
SENS-0013689,2026-04-07 03:45:00,JP-YOK,Yokohama,33.9,55.2,0.364,0.569,1.137,26.0,9.8,2
SENS-0013690,2026-04-10 00:11:00,IN-KND,Kandla Port,31.6,45.2,0.35,0.861,0.785,22.4,3.8,3
SENS-0013691,2026-04-08 11:30:00,IN-MUN,Mundra Port,40.1,40.2,0.15,0.496,0.673,24.3,4.5,3
SENS-0013692,2026-04-09 11:56:00,IN-HYD,Hyderabad DC,30.0,96.0,0.096,0.321,0.357,12.6,10.6,0
SENS-0013693,2026-04-05 08:37:00,CN-NGB,Ningbo,23.9,56.0,0.259,0.657,0.448,13.1,6.3,1
SENS-0013694,2026-04-05 04:45:00,IN-AMD,Ahmedabad DC,20.8,63.0,0.178,0.317,0.409,12.3,8.8,1
SENS-0013695,2026-04-02 11:30:00,NL-RTM,Rotterdam,39.5,70.1,0.041,0.311,0.774,17.9,18.6,1
SENS-0013696,2026-04-02 09:03:00,SG-SIN,Singapore,32.9,59.3,0.49,0.835,0.585,24.1,6.6,0
SENS-0013697,2026-04-09 19:23:00,IN-JNPT,Nhava Sheva (JNPT),15.9,56.9,0.479,0.542,0.652,18.4,7.5,0
SENS-0013698,2026-04-02 12:23:00,US-NYC,New York/New Jersey,25.7,40.3,0.224,0.392,0.16,19.9,14.1,2
SENS-0013699,2026-04-01 21:10:00,IN-AMD,Ahmedabad DC,35.8,63.0,0.212,0.926,0.38,25.3,10.8,0
SENS-0013700,2026-04-05 00:47:00,IN-CHN,Chennai Port,41.1,41.8,0.688,0.679,0.212,17.8,0.5,1
SENS-0013701,2026-04-05 20:09:00,IN-MUN,Mundra Port,37.4,72.0,0.416,0.78,0.664,15.8,9.0,3
SENS-0013702,2026-04-04 03:59:00,IN-JNPT,Nhava Sheva (JNPT),26.1,70.9,0.284,0.965,1.008,15.1,11.8,0
SENS-0013703,2026-04-04 21:30:00,IN-KND,Kandla Port,23.5,69.8,0.321,0.667,0.322,9.0,1.3,0
SENS-0013704,2026-04-10 10:25:00,SG-SIN,Singapore,33.6,82.7,0.479,0.331,0.298,16.0,7.5,1
SENS-0013705,2026-04-06 11:59:00,IN-BLR,Bangalore Hub (Whitefield),28.2,74.5,0.432,0.722,0.43,10.9,7.1,3
SENS-0013706,2026-04-02 22:20:00,IN-TUT,Tuticorin Port,28.6,58.0,0.07,0.835,0.459,11.4,10.3,0
SENS-0013707,2026-04-01 06:16:00,IN-HYD,Hyderabad DC,29.3,51.4,0.246,0.469,0.455,8.7,5.0,2
SENS-0013708,2026-04-01 03:53:00,IN-PUN,Pune DC (Chakan),26.3,70.4,0.265,0.741,0.602,12.0,11.8,3
SENS-0013709,2026-04-01 09:16:00,IN-JNPT,Nhava Sheva (JNPT),25.9,57.4,0.414,0.781,0.306,16.2,13.9,2
SENS-0013710,2026-04-05 04:36:00,IN-HAZ,Hazira Port,28.4,92.6,0.075,0.969,0.537,12.1,8.2,1
SENS-0013711,2026-04-10 00:10:00,CN-SHA,Shanghai,20.7,66.0,0.41,0.685,0.526,29.7,6.3,0
SENS-0013712,2026-04-09 07:42:00,IN-BLR,Bangalore Hub (Whitefield),20.1,81.3,0.258,0.313,0.437,19.7,9.1,0
SENS-0013713,2026-04-04 20:14:00,NL-RTM,Rotterdam,29.7,79.5,0.165,0.851,0.74,0,7.9,0
SENS-0013714,2026-04-03 22:48:00,AE-DXB,Dubai (Jebel Ali),38.7,76.3,0.023,0.63,0.408,18.4,2.3,0
SENS-0013715,2026-04-01 05:21:00,IN-CHN,Chennai Port,14.1,103.5,0.351,0.487,0.596,18.4,4.4,0
SENS-0013716,2026-04-08 20:43:00,IN-HYD,Hyderabad DC,38.3,86.2,0.175,0.651,0.678,15.5,7.7,3
SENS-0013717,2026-04-10 20:06:00,TH-LCH,Laem Chabang,17.5,73.2,0.116,0.503,0.855,12.7,6.6,0
SENS-0013718,2026-04-06 22:17:00,SG-SIN,Singapore,31.2,68.6,0.445,0.52,0.136,29.8,14.3,1
SENS-0013719,2026-04-01 16:36:00,US-NYC,New York/New Jersey,36.7,41.3,0.443,0.959,0.685,19.9,4.6,0
SENS-0013720,2026-04-09 11:15:00,US-NYC,New York/New Jersey,29.5,76.3,0.222,0.957,0.46,10.7,8.1,0
SENS-0013721,2026-04-02 16:54:00,IN-VIZ,Visakhapatnam Port,30.5,53.1,0.068,0.501,0.365,12.1,8.9,0
SENS-0013722,2026-04-06 10:49:00,KR-BUS,Busan,24.8,81.9,0.581,0.949,0.435,16.1,6.5,0
SENS-0013723,2026-04-05 08:32:00,IN-MUM,Mumbai Warehouse (Bhiwandi),23.9,39.1,0.128,0.492,0.582,7.5,10.8,0
SENS-0013724,2026-04-08 15:09:00,CN-SHA,Shanghai,29.8,48.0,0.231,0.348,0.228,20.9,6.4,1
SENS-0013725,2026-04-03 19:13:00,ZA-DUR,Durban,32.7,77.6,0.381,0.882,0.755,15.1,11.1,0
SENS-0013726,2026-04-01 07:32:00,JP-YOK,Yokohama,22.4,62.9,0.103,0.339,0.278,13.1,7.1,0
SENS-0013727,2026-04-01 16:02:00,US-NYC,New York/New Jersey,34.5,77.2,0.105,0.537,0.449,15.7,11.6,0
SENS-0013728,2026-04-10 14:06:00,IN-PAR,Paradip Port,29.7,66.4,0.2,0.374,0.317,13.0,4.3,1
SENS-0013729,2026-04-08 00:53:00,JP-YOK,Yokohama,22.6,57.8,0.193,0.758,0.251,22.8,6.4,0
SENS-0013730,2026-04-10 16:13:00,IN-DEL,Delhi ICD (Tughlakabad),20.5,68.0,0.383,0.843,0.511,15.9,13.2,0
SENS-0013731,2026-04-10 10:59:00,JP-YOK,Yokohama,37.4,56.0,0.269,0.331,0.668,12.4,9.1,1
SENS-0013732,2026-04-10 11:27:00,IN-CHN,Chennai Port,33.6,83.9,0.234,0.889,0.383,17.8,7.0,0
SENS-0013733,2026-04-09 07:18:00,IN-MUM,Mumbai Warehouse (Bhiwandi),39.5,65.1,0.286,0.562,0.444,26.6,7.2,1
SENS-0013734,2026-04-02 07:41:00,IN-HYD,Hyderabad DC,30.7,55.0,0.623,0.929,0.771,14.5,8.2,0
SENS-0013735,2026-04-09 18:37:00,IN-COK,Kochi Warehouse,28.6,86.7,0.131,0.541,0.433,26.0,7.5,0
SENS-0013736,2026-04-02 03:51:00,IN-AMD,Ahmedabad DC,32.8,65.6,0.166,0.306,0.516,13.4,1.9,0
SENS-0013737,2026-04-07 04:13:00,IN-GAU,Guwahati Warehouse,39.7,46.8,0.448,0.749,0.599,13.8,5.7,2
SENS-0013738,2026-04-03 01:49:00,DE-HAM,Hamburg,41.8,65.5,0.214,0.425,0.538,10.4,7.5,0
SENS-0013739,2026-04-08 03:18:00,IN-TUT,Tuticorin Port,32.5,64.6,0.193,0.326,0.603,18.3,9.2,0
SENS-0013740,2026-04-04 12:56:00,LK-CMB,Colombo,30.1,68.4,0.413,0.791,0.528,1.3,5.8,0
SENS-0013741,2026-04-02 02:56:00,SG-SIN,Singapore,29.2,49.9,0.069,0.717,0.397,8.5,9.0,1
SENS-0013742,2026-04-04 09:07:00,CN-NGB,Ningbo,22.6,78.5,0.473,0.854,0.586,5.6,10.5,0
SENS-0013743,2026-04-03 22:33:00,IN-KOL,Kolkata Port,23.9,67.4,0.062,0.334,0.538,16.8,8.8,0
SENS-0013744,2026-04-09 08:31:00,DE-HAM,Hamburg,33.2,80.3,0.246,0.317,0.527,13.3,7.8,0
SENS-0013745,2026-04-08 18:59:00,IN-TUT,Tuticorin Port,29.8,57.8,0.17,0.472,0.597,24.7,2.7,0
SENS-0013746,2026-04-02 09:36:00,IN-KND,Kandla Port,23.9,72.5,0.182,0.941,0.642,3.2,8.3,1
SENS-0013747,2026-04-04 03:18:00,US-NYC,New York/New Jersey,26.3,61.3,0.186,0.805,0.375,10.2,7.2,0
SENS-0013748,2026-04-06 16:48:00,IN-CHN,Chennai Port,34.2,65.0,0.028,0.7,0.577,3.8,6.4,0
SENS-0013749,2026-04-10 06:44:00,NL-RTM,Rotterdam,39.6,58.2,0.129,0.782,0.612,13.6,8.1,0
SENS-0013750,2026-04-09 10:31:00,IN-KOC,Kochi Port,37.9,55.3,0.166,0.688,0.25,10.5,3.9,0
SENS-0013751,2026-04-08 02:20:00,US-LAX,Los Angeles,36.3,63.6,0.222,0.708,0.279,11.3,13.0,3
SENS-0013752,2026-04-02 10:08:00,IN-MUM,Mumbai Warehouse (Bhiwandi),22.8,60.6,0.224,0.634,0.525,3.0,5.3,0
SENS-0013753,2026-04-05 09:39:00,IN-PAR,Paradip Port,25.6,81.0,0.565,0.701,0.305,13.7,9.6,0
SENS-0013754,2026-04-07 16:20:00,IN-GAU,Guwahati Warehouse,19.1,51.5,0.424,0.839,0.467,15.1,6.9,1
SENS-0013755,2026-04-07 11:34:00,IN-GAU,Guwahati Warehouse,20.1,76.3,0.21,0.31,0.306,22.5,10.0,0
SENS-0013756,2026-04-06 09:45:00,IN-TUT,Tuticorin Port,31.5,70.4,0.427,0.376,0.663,14.5,0.5,1
SENS-0013757,2026-04-08 08:11:00,IN-KOC,Kochi Port,28.0,76.4,0.324,0.669,0.36,22.6,2.7,1
SENS-0013758,2026-04-06 02:56:00,SG-SIN,Singapore,25.5,79.2,0.13,0.961,0.573,15.6,10.6,0
SENS-0013759,2026-04-01 06:16:00,IN-MUN,Mundra Port,36.4,60.5,0.361,0.358,0.23,21.3,4.4,0
SENS-0013760,2026-04-04 19:07:00,IN-KOC,Kochi Port,30.8,49.9,0.33,0.807,0.222,19.3,10.4,0
SENS-0013761,2026-04-02 03:50:00,IN-TUT,Tuticorin Port,24.2,55.7,0.266,0.517,0.675,18.6,4.1,0
SENS-0013762,2026-04-09 08:24:00,IN-HYD,Hyderabad DC,21.1,46.5,0.05,0.817,0.409,10.8,11.6,0
SENS-0013763,2026-04-10 05:05:00,TH-LCH,Laem Chabang,29.0,52.3,0.55,0.559,0.572,19.8,1.3,0
SENS-0013764,2026-04-05 10:16:00,CN-NGB,Ningbo,45.5,55.0,0.181,0.881,0.309,13.9,4.3,0
SENS-0013765,2026-04-04 21:03:00,NL-RTM,Rotterdam,31.8,57.0,0.219,0.809,0.406,20.9,10.1,0
SENS-0013766,2026-04-01 03:54:00,CN-SZX,Shenzhen,31.5,88.7,0.309,0.327,0.536,0,10.2,0
SENS-0013767,2026-04-03 07:34:00,IN-KOC,Kochi Port,30.8,73.1,0.21,0.949,0.237,0,9.7,1
SENS-0013768,2026-04-05 09:51:00,TH-LCH,Laem Chabang,19.7,75.5,0.122,0.571,0.407,12.1,5.7,0
SENS-0013769,2026-04-04 07:49:00,CN-SHA,Shanghai,30.4,78.5,0.352,0.878,0.611,3.1,9.6,2
SENS-0013770,2026-04-02 14:38:00,IN-MUM,Mumbai Warehouse (Bhiwandi),29.0,69.6,0.578,0.303,0.306,11.9,3.8,1
SENS-0013771,2026-04-08 04:55:00,DE-HAM,Hamburg,18.5,67.7,0.281,0.784,0.618,10.7,10.9,0
SENS-0013772,2026-04-08 18:40:00,NL-RTM,Rotterdam,38.5,73.8,0.497,0.654,0.392,4.0,1.4,0
SENS-0013773,2026-04-09 04:31:00,IN-AMD,Ahmedabad DC,23.4,66.6,0.39,0.975,0.23,17.6,6.3,2
SENS-0013774,2026-04-02 20:54:00,IN-DEL,Delhi ICD (Tughlakabad),10.4,85.0,0.236,0.957,0.333,25.6,4.5,0
SENS-0013775,2026-04-08 03:43:00,CN-SHA,Shanghai,24.8,94.7,0.273,0.869,0.36,16.6,9.5,0
SENS-0013776,2026-04-05 18:13:00,IN-CHN,Chennai Port,25.1,54.4,0.51,0.793,0.546,9.1,9.9,1
SENS-0013777,2026-04-02 04:52:00,IN-KND,Kandla Port,40.0,38.5,0.208,0.449,0.586,24.7,9.5,3
SENS-0013778,2026-04-06 03:18:00,LK-CMB,Colombo,13.3,54.5,0.649,0.6,0.829,7.2,14.9,2
SENS-0013779,2026-04-08 23:47:00,IN-KOC,Kochi Port,35.0,80.6,0.331,0.734,0.666,10.4,5.7,0
SENS-0013780,2026-04-06 19:02:00,IN-VIZ,Visakhapatnam Port,26.4,84.6,0.28,0.392,0.307,26.8,9.0,3
SENS-0013781,2026-04-04 01:26:00,US-NYC,New York/New Jersey,31.2,55.0,0.146,0.909,0.426,8.2,5.2,0
SENS-0013782,2026-04-02 03:39:00,IN-JNPT,Nhava Sheva (JNPT),29.3,86.3,0.409,0.972,0.276,6.3,2.6,0
SENS-0013783,2026-04-09 02:45:00,AE-DXB,Dubai (Jebel Ali),16.5,67.4,0.77,0.397,0.446,1.5,7.3,0
SENS-0013784,2026-04-07 19:00:00,IN-JNPT,Nhava Sheva (JNPT),25.9,65.8,0.406,0.662,0.585,23.7,8.6,3
SENS-0013785,2026-04-10 17:40:00,US-LAX,Los Angeles,31.2,56.0,0.379,0.48,0.573,15.5,6.9,0
SENS-0013786,2026-04-10 01:27:00,JP-YOK,Yokohama,30.7,71.9,0.398,0.979,0.527,11.9,10.3,0
SENS-0013787,2026-04-02 00:30:00,CN-SZX,Shenzhen,28.5,104.4,0.072,0.694,0.649,22.2,10.4,2
SENS-0013788,2026-04-03 06:14:00,IN-MUM,Mumbai Warehouse (Bhiwandi),28.9,53.3,0.203,0.37,0.461,10.6,7.4,3
SENS-0013789,2026-04-04 17:59:00,IN-KOL,Kolkata Port,20.0,49.2,0.21,0.876,0.912,3.9,6.6,0
SENS-0013790,2026-04-08 02:39:00,IN-KOL,Kolkata Port,25.1,44.7,0.278,0.917,0.026,5.6,4.7,0
SENS-0013791,2026-04-02 04:00:00,DE-HAM,Hamburg,36.5,54.7,0.376,0.917,0.054,28.5,8.3,0
SENS-0013792,2026-04-03 18:10:00,IN-COK,Kochi Warehouse,34.0,84.6,0.354,0.896,0.597,23.7,11.6,0
SENS-0013793,2026-04-02 16:43:00,CN-SHA,Shanghai,15.3,51.7,0.488,0.7,0.115,9.6,14.8,0
SENS-0013794,2026-04-08 15:15:00,IN-PAR,Paradip Port,28.9,61.2,0.269,0.424,0.411,34.2,9.5,0
SENS-0013795,2026-04-07 19:44:00,IN-MUM,Mumbai Warehouse (Bhiwandi),22.8,59.2,0.125,0.83,0.491,12.9,13.5,1
SENS-0013796,2026-04-03 08:12:00,DE-HAM,Hamburg,28.7,55.0,0.26,0.347,0.553,9.2,7.3,0
SENS-0013797,2026-04-01 13:26:00,LK-CMB,Colombo,31.4,48.5,0.466,0.62,0.811,18.9,8.4,0
SENS-0013798,2026-04-08 13:08:00,DE-HAM,Hamburg,25.5,50.8,0.386,0.768,0.298,13.9,10.3,0
SENS-0013799,2026-04-10 07:16:00,TH-LCH,Laem Chabang,45.9,66.0,0.333,0.949,0.62,28.3,9.1,0
SENS-0013800,2026-04-01 22:20:00,KR-BUS,Busan,37.3,66.7,0.209,0.875,0.567,17.6,8.6,0
SENS-0013801,2026-04-10 18:52:00,IN-KOC,Kochi Port,35.7,48.5,0.206,0.473,0.403,0.2,4.1,0
SENS-0013802,2026-04-09 05:10:00,IN-COK,Kochi Warehouse,31.6,47.5,0.355,0.392,0.564,14.1,8.4,0
SENS-0013803,2026-04-01 18:33:00,LK-CMB,Colombo,13.8,93.1,0.275,0.8,-0.111,22.6,4.9,3
SENS-0013804,2026-04-05 01:43:00,ZA-DUR,Durban,22.6,51.4,0.538,0.945,0.73,25.8,5.8,0
SENS-0013805,2026-04-04 18:25:00,US-NYC,New York/New Jersey,33.5,77.8,0.025,0.687,-0.07,11.6,12.4,0
SENS-0013806,2026-04-05 15:15:00,IN-KND,Kandla Port,36.7,45.9,0.387,0.962,0.41,12.6,10.6,2
SENS-0013807,2026-04-10 17:46:00,NL-RTM,Rotterdam,17.1,53.3,0.472,0.388,0.46,26.4,10.2,0
SENS-0013808,2026-04-05 09:12:00,IN-HYD,Hyderabad DC,26.7,72.6,0.336,0.352,0.162,2.5,6.9,0
SENS-0013809,2026-04-05 15:50:00,IN-PAR,Paradip Port,17.9,69.7,0.224,0.957,0.581,2.3,5.3,0
SENS-0013810,2026-04-03 13:13:00,IN-TUT,Tuticorin Port,21.4,45.3,0.668,0.316,0.551,15.4,9.5,0
SENS-0013811,2026-04-01 12:00:00,NL-RTM,Rotterdam,22.5,64.4,0.185,0.925,1.068,5.7,9.5,0
SENS-0013812,2026-04-05 03:31:00,JP-YOK,Yokohama,20.0,86.2,0.347,0.41,0.491,13.0,13.8,0
SENS-0013813,2026-04-03 20:11:00,IN-GAU,Guwahati Warehouse,27.9,50.4,0.461,0.509,0.526,4.1,6.3,0
SENS-0013814,2026-04-07 02:09:00,IN-KOC,Kochi Port,28.9,31.8,0.115,0.953,0.243,10.5,3.9,0
SENS-0013815,2026-04-08 01:46:00,IN-HAZ,Hazira Port,30.2,85.6,0.27,0.725,0.493,15.0,8.6,0
SENS-0013816,2026-04-07 05:15:00,KR-BUS,Busan,27.0,85.1,0.027,0.564,0.419,17.2,3.5,0
SENS-0013817,2026-04-04 23:11:00,IN-CHN,Chennai Port,32.0,91.0,0.134,0.509,0.34,9.7,11.3,0
SENS-0013818,2026-04-02 04:12:00,KR-BUS,Busan,30.5,63.7,0.402,0.517,0.178,18.5,8.3,0
SENS-0013819,2026-04-04 07:12:00,IN-MUN,Mundra Port,25.3,75.0,0.156,0.701,0.592,14.6,8.7,1
SENS-0013820,2026-04-08 06:06:00,IN-MUN,Mundra Port,21.7,73.8,0.024,0.398,0.754,9.5,6.6,0
SENS-0013821,2026-04-10 07:18:00,IN-KND,Kandla Port,31.7,56.0,0.116,0.808,0.461,14.0,8.4,0
SENS-0013822,2026-04-10 04:39:00,TH-LCH,Laem Chabang,36.4,56.8,0.342,0.398,0.499,12.6,7.6,0
SENS-0013823,2026-04-05 10:36:00,NL-RTM,Rotterdam,32.2,70.5,0.356,0.719,0.66,19.0,15.2,0
SENS-0013824,2026-04-01 14:44:00,KR-BUS,Busan,25.9,70.5,0.169,0.911,0.783,9.7,4.9,2
SENS-0013825,2026-04-04 17:36:00,CN-SHA,Shanghai,26.0,66.5,0.332,0.696,0.602,4.8,7.3,0
SENS-0013826,2026-04-02 02:39:00,CN-NGB,Ningbo,26.7,75.3,0.519,0.804,0.477,8.5,8.9,0
SENS-0013827,2026-04-10 23:35:00,SG-SIN,Singapore,32.6,98.0,0.095,0.798,0.798,9.8,9.3,0
SENS-0013828,2026-04-09 19:22:00,IN-HYD,Hyderabad DC,25.6,38.3,0.242,0.421,0.334,2.7,8.1,0
SENS-0013829,2026-04-04 18:15:00,IN-PAR,Paradip Port,28.0,83.4,0.527,0.937,0.349,13.3,12.4,0
SENS-0013830,2026-04-05 13:50:00,IN-KND,Kandla Port,31.6,72.7,0.119,0.344,0.559,7.6,2.3,0
SENS-0013831,2026-04-10 20:15:00,IN-KOC,Kochi Port,31.2,64.7,0.49,0.642,0.496,7.5,7.5,0
SENS-0013832,2026-04-07 21:05:00,KR-BUS,Busan,24.0,55.0,0.307,0.595,0.665,24.0,4.7,3
SENS-0013833,2026-04-01 15:17:00,JP-YOK,Yokohama,22.7,100.7,0.098,0.977,0.62,31.8,9.7,0
SENS-0013834,2026-04-03 01:20:00,CN-SHA,Shanghai,33.1,76.0,0.363,0.367,0.754,0,6.2,1
SENS-0013835,2026-04-10 20:49:00,IN-MUM,Mumbai Warehouse (Bhiwandi),28.3,74.2,0.571,0.455,0.357,9.9,3.5,0
SENS-0013836,2026-04-10 15:21:00,LK-CMB,Colombo,22.8,61.8,0.162,0.325,0.363,3.1,10.0,0
SENS-0013837,2026-04-05 05:42:00,IN-BLR,Bangalore Hub (Whitefield),35.1,65.1,0.26,0.463,0.263,5.0,3.2,0
SENS-0013838,2026-04-02 07:20:00,JP-YOK,Yokohama,24.5,51.9,0.498,0.666,0.68,17.0,7.8,0
SENS-0013839,2026-04-08 00:16:00,DE-HAM,Hamburg,34.0,51.9,0.172,0.653,0.446,21.9,6.5,0
SENS-0013840,2026-04-07 16:52:00,JP-YOK,Yokohama,27.7,51.4,0.217,0.886,0.659,24.1,8.1,0
SENS-0013841,2026-04-03 17:44:00,CN-SZX,Shenzhen,25.8,76.1,0.139,0.31,0.675,0,8.7,0
SENS-0013842,2026-04-05 09:21:00,IN-HAZ,Hazira Port,40.6,52.0,0.218,0.524,0.4,19.0,13.4,3
SENS-0013843,2026-04-10 07:41:00,KR-BUS,Busan,30.5,79.9,0.596,0.767,0.202,19.2,7.8,3
SENS-0013844,2026-04-10 21:07:00,IN-KOL,Kolkata Port,37.8,66.5,0.491,0.76,0.375,13.8,7.2,0
SENS-0013845,2026-04-07 12:51:00,IN-TUT,Tuticorin Port,23.3,59.3,0.229,0.302,0.472,6.8,7.9,0
SENS-0013846,2026-04-06 18:03:00,US-NYC,New York/New Jersey,34.6,81.2,0.272,0.688,0.149,27.5,6.4,1
SENS-0013847,2026-04-05 11:11:00,IN-TUT,Tuticorin Port,31.2,58.5,0.185,0.526,0.497,23.1,9.9,1
SENS-0013848,2026-04-10 03:08:00,MY-PTG,Port Klang,25.7,100.4,0.305,0.823,0.288,3.3,2.6,3
SENS-0013849,2026-04-08 21:05:00,IN-JNPT,Nhava Sheva (JNPT),28.2,97.9,0.759,0.712,0.558,17.6,5.8,1
SENS-0013850,2026-04-08 23:26:00,CN-SHA,Shanghai,24.9,63.1,0.386,0.303,0.671,29.0,11.9,0
SENS-0013851,2026-04-04 23:18:00,IN-TUT,Tuticorin Port,16.9,72.9,0.189,0.401,0.865,18.0,9.0,0
SENS-0013852,2026-04-05 11:23:00,IN-AMD,Ahmedabad DC,26.1,44.2,0.149,0.802,0.591,26.2,9.6,0
SENS-0013853,2026-04-02 02:42:00,LK-CMB,Colombo,34.4,70.6,0.306,0.741,0.364,14.3,6.3,0
SENS-0013854,2026-04-09 01:18:00,JP-YOK,Yokohama,18.4,74.3,0.407,0.404,0.509,19.3,6.3,2
SENS-0013855,2026-04-10 07:15:00,IN-MUM,Mumbai Warehouse (Bhiwandi),36.0,84.7,0.118,0.815,0.604,21.5,12.5,3
SENS-0013856,2026-04-04 21:53:00,SG-SIN,Singapore,19.3,64.7,0.036,0.816,0.428,20.9,9.0,0
SENS-0013857,2026-04-05 13:22:00,NL-RTM,Rotterdam,22.6,93.0,0.61,0.469,0.784,11.2,10.4,0
SENS-0013858,2026-04-07 12:42:00,IN-COK,Kochi Warehouse,31.1,68.0,0.246,0.933,0.627,15.4,13.0,0
