shipment_id,booking_date,eta,actual_arrival,transit_days_planned,transit_days_actual,delay_days,origin_id,origin_name,dest_id,dest_name,commodity,hs_code,teu,total_cost_usd,carrier,status,risk_score,disruption_flag,transport_mode,distance_kkm
SHP-011105,2025-06-09,2025-07-09,2025-07-09,30,30,0,IN-KOL,Kolkata Port,DE-HAM,Hamburg,Machinery,HS-84,4,7444,Maersk Line,delivered,0.665,0,sea,2.9
SHP-011106,2025-08-27,2025-09-06,2025-09-08,10,12,2,MY-PTG,Port Klang,IN-TUT,Tuticorin Port,Pharmaceuticals,HS-30,2,8746,CMA CGM,delivered,0.519,0,road,4.0
SHP-011107,2026-02-11,2026-02-16,2026-02-16,5,5,0,IN-TUT,Tuticorin Port,CN-SHA,Shanghai,Petroleum Products,HS-27,3,3087,CMA CGM,delayed,0.094,0,rail,4.4
SHP-011108,2025-03-14,2025-04-01,2025-04-01,18,18,0,IN-PUN,Pune DC (Chakan),IN-MUM,Mumbai Warehouse (Bhiwandi),Plastics,HS-39,2,5924,Hapag-Lloyd,delivered,0.188,0,multimodal,2.8
SHP-011109,2025-11-01,2025-12-13,2025-12-15,42,44,2,IN-KND,Kandla Port,IN-BLR,Bangalore Hub (Whitefield),Petroleum Products,HS-27,15,49440,MSC,delivered,0.014,0,multimodal,2.3
SHP-011110,2025-04-30,2025-06-13,2025-06-13,44,44,0,IN-TUT,Tuticorin Port,KR-BUS,Busan,Electronics,HS-85,8,6912,Yang Ming,delayed,0.192,0,road,2.5
SHP-011111,2025-04-15,2025-05-24,2025-05-29,39,44,5,IN-PUN,Pune DC (Chakan),IN-HYD,Hyderabad DC,Plastics,HS-39,2,4582,Hapag-Lloyd,delivered,0.31,0,rail,0.7
SHP-011112,2025-08-21,2025-10-01,2025-10-02,41,42,1,IN-KND,Kandla Port,TH-LCH,Laem Chabang,Pharmaceuticals,HS-30,20,69500,Maersk Line,delivered,0.399,0,multimodal,2.9
SHP-011113,2025-01-20,2025-01-31,2025-01-31,11,11,0,IN-TUT,Tuticorin Port,US-NYC,New York/New Jersey,Electronics,HS-85,1,2981,COSCO Shipping,delivered,0.139,0,rail,4.3
SHP-011114,2026-02-21,2026-03-29,2026-03-30,36,37,1,IN-JNPT,Nhava Sheva (JNPT),IN-PAR,Paradip Port,Steel & Iron,HS-72,4,5836,Evergreen Marine,delivered,0.163,0,road,4.4
SHP-011115,2025-10-02,2025-11-07,2025-11-09,36,38,2,IN-TUT,Tuticorin Port,SG-SIN,Singapore,Electronics,HS-85,8,21728,CMA CGM,delivered,0.159,0,road,3.2
SHP-011116,2025-10-06,2025-11-18,2025-11-26,43,51,8,US-LAX,Los Angeles,LK-CMB,Colombo,Automobile Parts,HS-87,4,8516,ZIM Integrated Shipping,delayed,0.211,1,road,1.9
SHP-011117,2026-01-29,2026-02-26,2026-03-10,28,40,12,CN-NGB,Ningbo,IN-CHN,Chennai Port,Steel & Iron,HS-72,8,18600,ZIM Integrated Shipping,delivered,0.386,1,sea,4.2
SHP-011118,2025-04-28,2025-05-02,2025-05-03,4,5,1,IN-PAR,Paradip Port,IN-MUM,Mumbai Warehouse (Bhiwandi),Agricultural Products,HS-10,15,54990,ZIM Integrated Shipping,delivered,0.086,0,road,1.1
SHP-011119,2026-03-11,2026-04-14,2026-04-17,34,37,3,IN-PAR,Paradip Port,SG-SIN,Singapore,Medical Devices,HS-90,2,7900,ONE (Ocean Network Express),delivered,0.187,0,multimodal,0.9
SHP-011120,2026-02-16,2026-03-17,2026-03-19,29,31,2,IN-KND,Kandla Port,ZA-DUR,Durban,Plastics,HS-39,10,40520,PIL (Pacific Int. Line),delivered,0.282,0,rail,0.9
SHP-011121,2025-04-08,2025-04-21,2025-04-26,13,18,5,ZA-DUR,Durban,CN-NGB,Ningbo,Plastics,HS-39,1,2232,ZIM Integrated Shipping,delivered,0.234,0,road,4.6
SHP-011122,2025-08-19,2025-10-03,2025-10-06,45,48,3,IN-VIZ,Visakhapatnam Port,ZA-DUR,Durban,Pharmaceuticals,HS-30,3,9705,CMA CGM,delayed,0.412,0,multimodal,3.3
SHP-011123,2025-11-10,2025-12-20,2025-12-25,40,45,5,SG-SIN,Singapore,IN-CHN,Chennai Port,Steel & Iron,HS-72,3,9312,MSC,in_transit,0.538,0,sea,1.1
SHP-011124,2026-03-30,2026-04-16,2026-04-21,17,22,5,IN-MUN,Mundra Port,KR-BUS,Busan,Electronics,HS-85,8,17072,Evergreen Marine,delivered,0.096,0,multimodal,1.3
SHP-011125,2025-06-26,2025-07-12,2025-07-14,16,18,2,IN-GAU,Guwahati Warehouse,TH-LCH,Laem Chabang,Steel & Iron,HS-72,1,1710,ONE (Ocean Network Express),delivered,0.101,0,sea,3.5
SHP-011126,2025-08-13,2025-09-03,2025-09-05,21,23,2,JP-YOK,Yokohama,IN-TUT,Tuticorin Port,Textiles & Garments,HS-62,3,8034,CMA CGM,delivered,0.075,0,sea,4.2
SHP-011127,2025-02-28,2025-04-12,2025-04-17,43,48,5,ZA-DUR,Durban,KR-BUS,Busan,Steel & Iron,HS-72,3,2922,Hapag-Lloyd,delivered,0.076,0,sea,1.3
SHP-011128,2025-10-22,2025-11-25,2025-12-03,34,42,8,IN-CHN,Chennai Port,DE-HAM,Hamburg,Plastics,HS-39,4,12380,COSCO Shipping,delayed,0.3,1,multimodal,4.2
SHP-011129,2026-01-03,2026-02-15,2026-02-16,43,44,1,IN-HAZ,Hazira Port,IN-COK,Kochi Warehouse,Agricultural Products,HS-10,15,28890,Evergreen Marine,in_transit,0.081,0,sea,4.5
SHP-011130,2025-04-24,2025-05-10,2025-05-10,16,16,0,US-NYC,New York/New Jersey,IN-MUM,Mumbai Warehouse (Bhiwandi),Automobile Parts,HS-87,1,2058,Yang Ming,delivered,0.341,0,rail,2.2
SHP-011131,2025-02-16,2025-02-22,2025-02-22,6,6,0,IN-KOC,Kochi Port,IN-KND,Kandla Port,Food Products,HS-21,2,6244,Maersk Line,delayed,0.138,0,sea,4.5
SHP-011132,2025-07-16,2025-08-09,2025-08-09,24,24,0,NL-RTM,Rotterdam,IN-AMD,Ahmedabad DC,Textiles & Garments,HS-62,4,9688,CMA CGM,delivered,0.421,0,multimodal,1.5
SHP-011133,2025-06-09,2025-07-07,2025-07-09,28,30,2,IN-CHN,Chennai Port,IN-COK,Kochi Warehouse,Petroleum Products,HS-27,1,1121,ONE (Ocean Network Express),delivered,0.37,0,sea,3.5
SHP-011134,2025-03-08,2025-04-19,2025-05-01,42,54,12,TH-LCH,Laem Chabang,AE-DXB,Dubai (Jebel Ali),Machinery,HS-84,15,32820,COSCO Shipping,delayed,0.801,1,rail,1.7
SHP-011135,2026-01-15,2026-02-13,2026-02-13,29,29,0,CN-NGB,Ningbo,AE-DXB,Dubai (Jebel Ali),Plastics,HS-39,2,3742,Hapag-Lloyd,delivered,0.085,0,road,3.2
SHP-011136,2026-04-20,2026-05-27,2026-05-29,37,39,2,IN-PUN,Pune DC (Chakan),ZA-DUR,Durban,Food Products,HS-21,1,3284,PIL (Pacific Int. Line),delivered,0.119,0,sea,2.4
SHP-011137,2025-08-08,2025-08-26,2025-08-26,18,18,0,IN-DEL,Delhi ICD (Tughlakabad),IN-COK,Kochi Warehouse,Plastics,HS-39,2,2046,Evergreen Marine,disrupted,0.271,0,road,2.5
SHP-011138,2026-02-15,2026-03-10,2026-03-15,23,28,5,CN-SZX,Shenzhen,IN-COK,Kochi Warehouse,Medical Devices,HS-90,1,2825,COSCO Shipping,delivered,0.099,0,sea,2.4
SHP-011139,2026-01-01,2026-01-05,2026-01-13,4,12,8,AE-DXB,Dubai (Jebel Ali),CN-SZX,Shenzhen,Petroleum Products,HS-27,1,900,Evergreen Marine,delivered,0.435,1,road,1.0
SHP-011140,2025-03-22,2025-05-05,2025-05-06,44,45,1,TH-LCH,Laem Chabang,LK-CMB,Colombo,Petroleum Products,HS-27,8,10832,Maersk Line,delivered,0.197,0,road,2.6
SHP-011141,2025-10-08,2025-11-18,2025-11-23,41,46,5,IN-PAR,Paradip Port,IN-KOC,Kochi Port,Petroleum Products,HS-27,4,17244,CMA CGM,delivered,0.109,0,multimodal,3.8
SHP-011142,2025-08-12,2025-09-21,2025-09-21,40,40,0,CN-NGB,Ningbo,IN-MUN,Mundra Port,Food Products,HS-21,1,1950,Evergreen Marine,delivered,0.246,0,multimodal,1.2
SHP-011143,2025-08-21,2025-09-30,2025-09-30,40,40,0,IN-VIZ,Visakhapatnam Port,DE-HAM,Hamburg,Steel & Iron,HS-72,4,8944,PIL (Pacific Int. Line),delivered,0.409,0,multimodal,2.2
SHP-011144,2025-07-12,2025-08-03,2025-08-04,22,23,1,IN-MUM,Mumbai Warehouse (Bhiwandi),JP-YOK,Yokohama,Medical Devices,HS-90,4,10352,Hapag-Lloyd,delivered,0.235,0,multimodal,1.3
SHP-011145,2025-03-27,2025-05-09,2025-05-11,43,45,2,SG-SIN,Singapore,TH-LCH,Laem Chabang,Pharmaceuticals,HS-30,2,3890,MSC,delayed,0.374,0,sea,3.0
SHP-011146,2025-08-19,2025-09-29,2025-10-04,41,46,5,IN-KOC,Kochi Port,NL-RTM,Rotterdam,Plastics,HS-39,1,3326,MSC,delivered,0.216,0,sea,3.7
SHP-011147,2025-03-26,2025-04-28,2025-05-03,33,38,5,US-NYC,New York/New Jersey,MY-PTG,Port Klang,Steel & Iron,HS-72,4,17008,ONE (Ocean Network Express),delivered,0.438,0,rail,4.9
SHP-011148,2025-12-23,2026-02-06,2026-02-09,45,48,3,IN-MUN,Mundra Port,LK-CMB,Colombo,Plastics,HS-39,2,5886,COSCO Shipping,delivered,0.341,0,sea,3.9
SHP-011149,2025-06-24,2025-07-22,2025-07-23,28,29,1,IN-AMD,Ahmedabad DC,IN-KOC,Kochi Port,Food Products,HS-21,3,6849,COSCO Shipping,delivered,0.12,0,rail,3.8
SHP-011150,2025-05-21,2025-06-24,2025-06-29,34,39,5,ZA-DUR,Durban,IN-AMD,Ahmedabad DC,Textiles & Garments,HS-62,2,4478,Hapag-Lloyd,delivered,0.507,0,sea,2.6
SHP-011151,2026-01-10,2026-01-25,2026-01-25,15,15,0,IN-DEL,Delhi ICD (Tughlakabad),IN-MUN,Mundra Port,Chemical Products,HS-38,5,21210,Hapag-Lloyd,delivered,0.272,0,rail,3.9
SHP-011152,2025-06-08,2025-07-06,2025-07-06,28,28,0,TH-LCH,Laem Chabang,IN-AMD,Ahmedabad DC,Plastics,HS-39,4,3960,Evergreen Marine,delivered,0.535,0,multimodal,2.1
SHP-011153,2025-11-10,2025-11-19,2025-11-19,9,9,0,IN-CHN,Chennai Port,IN-KOL,Kolkata Port,Textiles & Garments,HS-62,4,16700,PIL (Pacific Int. Line),delivered,0.487,0,road,0.8
SHP-011154,2025-04-20,2025-05-04,2025-05-05,14,15,1,JP-YOK,Yokohama,NL-RTM,Rotterdam,Petroleum Products,HS-27,1,2967,CMA CGM,delivered,0.711,0,road,4.5
SHP-011155,2025-06-23,2025-08-02,2025-08-04,40,42,2,ZA-DUR,Durban,IN-MUM,Mumbai Warehouse (Bhiwandi),Petroleum Products,HS-27,3,3264,ZIM Integrated Shipping,delivered,0.388,0,rail,4.2
SHP-011156,2025-09-12,2025-10-20,2025-10-22,38,40,2,US-LAX,Los Angeles,DE-HAM,Hamburg,Plastics,HS-39,1,3910,Maersk Line,delivered,0.281,0,road,0.5
SHP-011157,2025-07-23,2025-08-01,2025-08-02,9,10,1,KR-BUS,Busan,IN-HYD,Hyderabad DC,Petroleum Products,HS-27,1,2808,ZIM Integrated Shipping,delivered,0.62,0,multimodal,0.5
SHP-011158,2025-07-03,2025-08-06,2025-08-06,34,34,0,NL-RTM,Rotterdam,IN-HYD,Hyderabad DC,Automobile Parts,HS-87,2,4462,MSC,delivered,0.26,0,rail,1.8
SHP-011159,2026-01-15,2026-02-02,2026-02-02,18,18,0,IN-AMD,Ahmedabad DC,TH-LCH,Laem Chabang,Steel & Iron,HS-72,2,2618,Maersk Line,delivered,0.113,0,multimodal,4.4
SHP-011160,2025-06-11,2025-07-15,2025-07-15,34,34,0,IN-MUN,Mundra Port,IN-DEL,Delhi ICD (Tughlakabad),Machinery,HS-84,2,8538,Hapag-Lloyd,delayed,0.367,0,sea,3.2
SHP-011161,2025-02-14,2025-03-02,2025-03-03,16,17,1,IN-DEL,Delhi ICD (Tughlakabad),ZA-DUR,Durban,Chemical Products,HS-38,2,8492,COSCO Shipping,delivered,0.422,0,road,3.3
SHP-011162,2025-09-04,2025-10-10,2025-10-11,36,37,1,MY-PTG,Port Klang,US-LAX,Los Angeles,Petroleum Products,HS-27,3,8670,PIL (Pacific Int. Line),in_transit,0.403,0,sea,4.3
SHP-011163,2025-04-14,2025-05-16,2025-05-19,32,35,3,IN-MUM,Mumbai Warehouse (Bhiwandi),IN-AMD,Ahmedabad DC,Petroleum Products,HS-27,1,920,Maersk Line,delivered,0.171,0,rail,3.0
SHP-011164,2026-03-13,2026-04-01,2026-04-01,19,19,0,CN-SHA,Shanghai,IN-JNPT,Nhava Sheva (JNPT),Electronics,HS-85,20,53420,Maersk Line,delivered,0.309,0,sea,3.1
SHP-011165,2025-12-21,2026-01-23,2026-01-23,33,33,0,MY-PTG,Port Klang,ZA-DUR,Durban,Pharmaceuticals,HS-30,2,5624,PIL (Pacific Int. Line),disrupted,0.122,0,multimodal,3.7
SHP-011166,2025-03-11,2025-04-22,2025-04-22,42,42,0,US-NYC,New York/New Jersey,IN-AMD,Ahmedabad DC,Plastics,HS-39,5,15020,MSC,delivered,0.304,0,multimodal,4.3
SHP-011167,2026-01-03,2026-01-24,2026-01-26,21,23,2,CN-SHA,Shanghai,LK-CMB,Colombo,Chemical Products,HS-38,2,8060,COSCO Shipping,delivered,0.403,0,multimodal,3.9
SHP-011168,2025-07-08,2025-07-31,2025-07-31,23,23,0,IN-DEL,Delhi ICD (Tughlakabad),CN-SZX,Shenzhen,Agricultural Products,HS-10,3,10611,ONE (Ocean Network Express),delivered,0.437,0,road,4.9
SHP-011169,2025-08-15,2025-09-06,2025-09-06,22,22,0,IN-TUT,Tuticorin Port,IN-KND,Kandla Port,Food Products,HS-21,3,8034,Maersk Line,delayed,0.365,0,rail,4.8
SHP-011170,2026-01-07,2026-01-19,2026-01-19,12,12,0,IN-MUN,Mundra Port,IN-HAZ,Hazira Port,Pharmaceuticals,HS-30,15,61830,Yang Ming,delivered,0.188,0,sea,1.9
SHP-011171,2025-05-08,2025-06-21,2025-06-23,44,46,2,IN-AMD,Ahmedabad DC,IN-VIZ,Visakhapatnam Port,Pharmaceuticals,HS-30,10,13760,Hapag-Lloyd,delivered,0.225,0,rail,1.8
SHP-011172,2025-06-03,2025-06-12,2025-06-12,9,9,0,KR-BUS,Busan,JP-YOK,Yokohama,Steel & Iron,HS-72,3,11811,CMA CGM,delivered,0.359,0,sea,1.9
SHP-011173,2025-07-18,2025-08-11,2025-08-12,24,25,1,IN-HYD,Hyderabad DC,IN-COK,Kochi Warehouse,Steel & Iron,HS-72,1,1919,ZIM Integrated Shipping,delivered,0.144,0,road,1.0
SHP-011174,2025-05-23,2025-06-22,2025-06-22,30,30,0,KR-BUS,Busan,TH-LCH,Laem Chabang,Automobile Parts,HS-87,4,7028,Yang Ming,delivered,0.37,0,rail,4.2
SHP-011175,2025-09-15,2025-10-04,2025-10-05,19,20,1,CN-NGB,Ningbo,TH-LCH,Laem Chabang,Machinery,HS-84,15,16380,PIL (Pacific Int. Line),delivered,0.196,0,road,4.4
SHP-011176,2025-05-22,2025-06-22,2025-06-27,31,36,5,US-LAX,Los Angeles,IN-KOL,Kolkata Port,Automobile Parts,HS-87,2,8494,CMA CGM,delivered,0.497,0,rail,0.9
SHP-011177,2025-02-10,2025-02-24,2025-02-27,14,17,3,AE-DXB,Dubai (Jebel Ali),US-LAX,Los Angeles,Petroleum Products,HS-27,1,3709,Yang Ming,delayed,0.233,0,rail,3.7
SHP-011178,2026-02-11,2026-03-02,2026-03-04,19,21,2,IN-CHN,Chennai Port,NL-RTM,Rotterdam,Pharmaceuticals,HS-30,3,8244,COSCO Shipping,delivered,0.279,0,rail,2.0
SHP-011179,2025-09-26,2025-10-13,2025-10-14,17,18,1,NL-RTM,Rotterdam,TH-LCH,Laem Chabang,Petroleum Products,HS-27,5,7180,MSC,delivered,0.032,0,road,0.5
SHP-011180,2025-02-20,2025-03-25,2025-03-26,33,34,1,IN-HAZ,Hazira Port,AE-DXB,Dubai (Jebel Ali),Steel & Iron,HS-72,5,19115,ZIM Integrated Shipping,delayed,0.202,0,rail,2.4
SHP-011181,2025-01-07,2025-01-15,2025-01-15,8,8,0,DE-HAM,Hamburg,IN-JNPT,Nhava Sheva (JNPT),Chemical Products,HS-38,2,8894,Evergreen Marine,delivered,0.29,0,multimodal,2.8
SHP-011182,2025-02-11,2025-03-06,2025-03-07,23,24,1,TH-LCH,Laem Chabang,IN-KND,Kandla Port,Pharmaceuticals,HS-30,1,849,PIL (Pacific Int. Line),delivered,0.299,0,sea,4.2
SHP-011183,2025-09-10,2025-09-24,2025-10-02,14,22,8,IN-JNPT,Nhava Sheva (JNPT),IN-DEL,Delhi ICD (Tughlakabad),Textiles & Garments,HS-62,5,15940,MSC,delivered,0.103,1,multimodal,3.7
SHP-011184,2025-12-30,2026-01-26,2026-01-27,27,28,1,ZA-DUR,Durban,IN-BLR,Bangalore Hub (Whitefield),Food Products,HS-21,2,7600,Evergreen Marine,delivered,0.139,0,sea,1.3
SHP-011185,2025-09-28,2025-10-23,2025-10-23,25,25,0,IN-COK,Kochi Warehouse,SG-SIN,Singapore,Petroleum Products,HS-27,2,2752,MSC,delivered,0.595,0,multimodal,4.4
SHP-011186,2025-02-06,2025-02-27,2025-02-27,21,21,0,SG-SIN,Singapore,IN-PUN,Pune DC (Chakan),Petroleum Products,HS-27,4,10908,Maersk Line,delivered,0.06,0,rail,1.6
SHP-011187,2025-07-26,2025-07-29,2025-07-29,3,3,0,IN-HYD,Hyderabad DC,KR-BUS,Busan,Plastics,HS-39,2,6172,Yang Ming,delivered,0.42,0,multimodal,4.9
SHP-011188,2025-06-25,2025-07-17,2025-07-18,22,23,1,IN-JNPT,Nhava Sheva (JNPT),IN-PUN,Pune DC (Chakan),Plastics,HS-39,8,15104,Maersk Line,delivered,0.332,0,road,2.7
SHP-011189,2025-07-06,2025-08-20,2025-09-01,45,57,12,ZA-DUR,Durban,IN-BLR,Bangalore Hub (Whitefield),Electronics,HS-85,4,14788,CMA CGM,delayed,0.268,1,multimodal,4.8
SHP-011190,2025-06-23,2025-08-04,2025-08-12,42,50,8,ZA-DUR,Durban,IN-MUM,Mumbai Warehouse (Bhiwandi),Automobile Parts,HS-87,3,9543,Maersk Line,delivered,0.138,1,multimodal,1.6
SHP-011191,2025-04-03,2025-04-08,2025-04-16,5,13,8,IN-KOL,Kolkata Port,IN-GAU,Guwahati Warehouse,Plastics,HS-39,2,7702,ZIM Integrated Shipping,delivered,0.17,1,road,4.6
SHP-011192,2025-01-02,2025-01-12,2025-01-13,10,11,1,IN-DEL,Delhi ICD (Tughlakabad),CN-NGB,Ningbo,Electronics,HS-85,1,1755,Hapag-Lloyd,delivered,0.08,0,multimodal,4.4
SHP-011193,2025-02-01,2025-03-03,2025-03-03,30,30,0,IN-HYD,Hyderabad DC,IN-MUN,Mundra Port,Agricultural Products,HS-10,4,11308,PIL (Pacific Int. Line),delivered,0.199,0,sea,0.7
SHP-011194,2025-09-06,2025-10-16,2025-10-16,40,40,0,NL-RTM,Rotterdam,DE-HAM,Hamburg,Automobile Parts,HS-87,3,11577,Maersk Line,delivered,0.634,0,multimodal,0.8
SHP-011195,2025-05-18,2025-06-05,2025-06-05,18,18,0,IN-JNPT,Nhava Sheva (JNPT),JP-YOK,Yokohama,Pharmaceuticals,HS-30,8,7504,Yang Ming,delayed,0.362,0,road,3.3
SHP-011196,2025-03-21,2025-03-28,2025-04-02,7,12,5,IN-AMD,Ahmedabad DC,IN-MUM,Mumbai Warehouse (Bhiwandi),Petroleum Products,HS-27,2,3040,Hapag-Lloyd,delivered,0.449,0,multimodal,3.6
SHP-011197,2025-07-23,2025-08-13,2025-08-18,21,26,5,IN-TUT,Tuticorin Port,IN-KOC,Kochi Port,Machinery,HS-84,4,6528,Hapag-Lloyd,delayed,0.265,0,multimodal,1.5
SHP-011198,2025-03-19,2025-04-06,2025-04-08,18,20,2,IN-PUN,Pune DC (Chakan),JP-YOK,Yokohama,Food Products,HS-21,3,13203,Evergreen Marine,in_transit,0.194,0,rail,3.6
SHP-011199,2025-09-15,2025-09-24,2025-09-27,9,12,3,DE-HAM,Hamburg,NL-RTM,Rotterdam,Pharmaceuticals,HS-30,3,10053,ONE (Ocean Network Express),delivered,0.238,0,multimodal,4.1
SHP-011200,2026-03-04,2026-03-28,2026-03-30,24,26,2,CN-SHA,Shanghai,LK-CMB,Colombo,Pharmaceuticals,HS-30,3,12315,CMA CGM,delivered,0.301,0,sea,1.8
SHP-011201,2025-03-14,2025-03-20,2025-03-22,6,8,2,IN-PUN,Pune DC (Chakan),CN-SHA,Shanghai,Steel & Iron,HS-72,2,4532,CMA CGM,delivered,0.171,0,multimodal,3.9
SHP-011202,2026-03-11,2026-03-25,2026-03-30,14,19,5,IN-HYD,Hyderabad DC,IN-GAU,Guwahati Warehouse,Pharmaceuticals,HS-30,2,5272,CMA CGM,delivered,0.076,0,road,1.6
SHP-011203,2025-11-08,2025-12-23,2025-12-23,45,45,0,IN-AMD,Ahmedabad DC,US-NYC,New York/New Jersey,Machinery,HS-84,2,8418,Yang Ming,delivered,0.159,0,sea,1.5
SHP-011204,2025-10-09,2025-11-19,2025-11-20,41,42,1,IN-MUM,Mumbai Warehouse (Bhiwandi),CN-SZX,Shenzhen,Petroleum Products,HS-27,10,37060,ZIM Integrated Shipping,delivered,0.267,0,rail,1.6
SHP-011205,2025-02-11,2025-02-22,2025-02-22,11,11,0,ZA-DUR,Durban,DE-HAM,Hamburg,Electronics,HS-85,1,3274,COSCO Shipping,delayed,0.289,0,road,1.4
SHP-011206,2025-08-01,2025-08-14,2025-08-16,13,15,2,IN-DEL,Delhi ICD (Tughlakabad),IN-PUN,Pune DC (Chakan),Food Products,HS-21,5,18635,Maersk Line,delivered,0.251,0,multimodal,3.9
SHP-011207,2025-08-11,2025-09-07,2025-09-07,27,27,0,US-LAX,Los Angeles,IN-HAZ,Hazira Port,Textiles & Garments,HS-62,1,3079,CMA CGM,disrupted,0.248,0,multimodal,4.8
SHP-011208,2025-10-07,2025-11-19,2025-12-01,43,55,12,SG-SIN,Singapore,TH-LCH,Laem Chabang,Agricultural Products,HS-10,4,13268,Hapag-Lloyd,delivered,0.389,1,rail,1.8
SHP-011209,2025-04-20,2025-04-28,2025-04-29,8,9,1,CN-SZX,Shenzhen,IN-MUM,Mumbai Warehouse (Bhiwandi),Medical Devices,HS-90,1,1578,Yang Ming,delivered,0.091,0,rail,1.7
SHP-011210,2025-09-01,2025-10-02,2025-10-03,31,32,1,SG-SIN,Singapore,IN-AMD,Ahmedabad DC,Chemical Products,HS-38,8,21528,ZIM Integrated Shipping,delivered,0.326,0,road,5.0
SHP-011211,2025-12-08,2026-01-10,2026-01-12,33,35,2,IN-KOC,Kochi Port,MY-PTG,Port Klang,Textiles & Garments,HS-62,2,7230,Hapag-Lloyd,delayed,0.113,0,road,2.8
SHP-011212,2025-10-11,2025-10-30,2025-10-30,19,19,0,ZA-DUR,Durban,IN-PUN,Pune DC (Chakan),Textiles & Garments,HS-62,8,30144,ZIM Integrated Shipping,delivered,0.355,0,sea,4.2
SHP-011213,2025-10-02,2025-10-08,2025-10-09,6,7,1,US-LAX,Los Angeles,IN-DEL,Delhi ICD (Tughlakabad),Electronics,HS-85,8,21392,Evergreen Marine,delivered,0.393,0,rail,1.3
SHP-011214,2025-02-28,2025-03-26,2025-03-26,26,26,0,IN-VIZ,Visakhapatnam Port,CN-SZX,Shenzhen,Petroleum Products,HS-27,2,5706,Maersk Line,delayed,0.498,0,rail,5.0
SHP-011215,2025-10-09,2025-11-02,2025-11-04,24,26,2,IN-KND,Kandla Port,US-NYC,New York/New Jersey,Machinery,HS-84,4,11692,ZIM Integrated Shipping,delayed,0.026,0,multimodal,3.4
SHP-011216,2025-02-04,2025-03-14,2025-03-16,38,40,2,IN-TUT,Tuticorin Port,IN-VIZ,Visakhapatnam Port,Textiles & Garments,HS-62,3,7386,CMA CGM,delivered,0.419,0,multimodal,0.9
SHP-011217,2026-01-05,2026-02-19,2026-02-27,45,53,8,IN-KOL,Kolkata Port,IN-HAZ,Hazira Port,Pharmaceuticals,HS-30,2,2466,ZIM Integrated Shipping,delivered,0.336,1,multimodal,2.6
SHP-011218,2026-02-26,2026-04-07,2026-04-09,40,42,2,IN-KOL,Kolkata Port,IN-KOC,Kochi Port,Food Products,HS-21,10,18400,CMA CGM,delivered,0.376,0,road,3.2
SHP-011219,2025-06-07,2025-06-17,2025-06-17,10,10,0,TH-LCH,Laem Chabang,CN-SZX,Shenzhen,Medical Devices,HS-90,5,21435,Hapag-Lloyd,delivered,0.062,0,road,1.9
SHP-011220,2026-03-29,2026-04-30,2026-05-12,32,44,12,LK-CMB,Colombo,IN-PUN,Pune DC (Chakan),Textiles & Garments,HS-62,5,10805,MSC,in_transit,0.06,1,rail,3.4
SHP-011221,2025-12-22,2026-02-02,2026-02-10,42,50,8,IN-JNPT,Nhava Sheva (JNPT),IN-VIZ,Visakhapatnam Port,Agricultural Products,HS-10,1,3672,Maersk Line,delivered,0.134,1,rail,2.9
SHP-011222,2025-01-11,2025-01-22,2025-01-24,11,13,2,CN-SZX,Shenzhen,ZA-DUR,Durban,Chemical Products,HS-38,3,12822,CMA CGM,delivered,0.181,0,sea,4.2
SHP-011223,2025-07-03,2025-07-29,2025-07-30,26,27,1,DE-HAM,Hamburg,ZA-DUR,Durban,Chemical Products,HS-38,3,12834,Hapag-Lloyd,disrupted,0.132,0,sea,2.6
SHP-011224,2026-03-07,2026-03-30,2026-03-30,23,23,0,IN-BLR,Bangalore Hub (Whitefield),AE-DXB,Dubai (Jebel Ali),Textiles & Garments,HS-62,5,19195,COSCO Shipping,delivered,0.361,0,road,4.1
SHP-011225,2025-03-26,2025-04-28,2025-04-29,33,34,1,NL-RTM,Rotterdam,IN-TUT,Tuticorin Port,Textiles & Garments,HS-62,8,20360,MSC,delivered,0.684,0,multimodal,1.8
SHP-011226,2025-02-07,2025-02-20,2025-02-20,13,13,0,LK-CMB,Colombo,US-NYC,New York/New Jersey,Electronics,HS-85,2,1774,PIL (Pacific Int. Line),delivered,0.451,0,multimodal,4.6
SHP-011227,2025-03-13,2025-04-13,2025-04-14,31,32,1,IN-KOL,Kolkata Port,KR-BUS,Busan,Pharmaceuticals,HS-30,3,8502,COSCO Shipping,delayed,0.062,0,rail,4.7
SHP-011228,2026-03-27,2026-04-13,2026-04-13,17,17,0,IN-PUN,Pune DC (Chakan),AE-DXB,Dubai (Jebel Ali),Medical Devices,HS-90,1,3852,Maersk Line,delivered,0.472,0,sea,0.6
SHP-011229,2025-06-14,2025-07-08,2025-07-09,24,25,1,NL-RTM,Rotterdam,IN-KOL,Kolkata Port,Electronics,HS-85,4,8572,Yang Ming,delivered,0.244,0,rail,0.8
SHP-011230,2026-04-14,2026-04-30,2026-05-01,16,17,1,US-LAX,Los Angeles,IN-MUN,Mundra Port,Plastics,HS-39,2,3642,Maersk Line,delivered,0.288,0,road,5.0
SHP-011231,2025-11-27,2025-12-03,2025-12-04,6,7,1,IN-KND,Kandla Port,IN-VIZ,Visakhapatnam Port,Petroleum Products,HS-27,2,8358,ONE (Ocean Network Express),delivered,0.361,0,sea,4.4
